 NS,EW,UD
0.648,0.087,-0.125
0.67,0.06,-0.082
0.691,0.005,0.024
0.653,0.014,0.082
0.587,0.056,0.084
0.528,0.085,0.114
0.454,0.097,0.071
0.437,0.074,0.053
0.389,0.032,0.014
0.376,-0.021,0.017
0.325,-0.047,0.049
0.295,-0.037,0.046
0.207,-0.053,0.087
0.125,-0.083,0.034
0.007,-0.031,0.074
-0.159,-0.026,-0.007
-0.227,-0.029,-0.018
-0.32,-0.047,-0.019
-0.351,-0.057,-0.028
-0.381,-0.113,-0.045
-0.328,-0.132,-0.03
-0.353,-0.156,-0.063
-0.315,-0.174,-0.035
-0.325,-0.203,-0.013
-0.337,-0.192,0.007
-0.338,-0.096,-0.025
-0.328,-0.015,-0.048
-0.322,0.012,-0.066
-0.309,0.025,-0.02
-0.284,0.002,-0.053
-0.246,-0.005,-0.094
-0.208,0.005,-0.092
-0.231,0.03,-0.094
-0.23,0.108,-0.081
-0.218,0.152,-0.01
-0.228,0.228,0.032
-0.162,0.206,0.084
-0.139,0.236,0.087
-0.065,0.246,0.142
-0.021,0.266,0.153
0.043,0.317,0.149
0.084,0.301,0.075
0.194,0.292,0.061
0.255,0.316,-0.04
0.295,0.317,-0.087
0.272,0.332,-0.137
0.319,0.302,-0.118
0.308,0.31,-0.112
0.35,0.302,-0.089
0.373,0.232,-0.15
0.42,0.129,-0.149
0.426,0.089,-0.123
0.441,-0.021,-0.075
0.403,-0.153,-0.111
0.347,-0.277,-0.089
0.276,-0.359,-0.083
0.189,-0.406,-0.084
0.113,-0.399,-0.024
0.027,-0.401,0.014
-0.067,-0.325,0.071
-0.169,-0.304,0.074
-0.301,-0.23,0.087
-0.374,-0.15,0.123
-0.445,-0.121,0.119
-0.493,-0.11,0.13
-0.497,-0.06,0.11
-0.524,-0.004,0.122
-0.512,0.034,0.106
-0.484,0.122,0.13
-0.469,0.177,0.11
-0.43,0.193,0.058
-0.408,0.253,-0.035
-0.344,0.258,-0.072
-0.26,0.246,-0.113
-0.165,0.234,-0.112
-0.076,0.172,-0.137
0.036,0.138,-0.172
0.141,0.084,-0.21
0.254,0.087,-0.226
0.404,0.03,-0.163
0.542,0.006,-0.152
0.599,-0.007,-0.091
0.624,-0.006,-0.064
0.619,-0.039,-0.021
0.597,-0.03,-0.036
0.538,-0.083,-0.024
0.512,-0.189,-0.005
0.472,-0.311,-0.004
0.42,-0.403,0.082
0.344,-0.488,0.077
0.28,-0.573,0.093
0.224,-0.561,0.06
0.107,-0.538,0.042
0.009,-0.445,0.001
-0.111,-0.411,0.011
-0.211,-0.343,0.006
-0.295,-0.239,0.032
-0.398,-0.153,0.016
-0.456,-0.071,0.026
-0.508,0.016,0.025
-0.517,0.105,0.05
-0.521,0.155,0.025
-0.455,0.185,0.063
-0.409,0.231,0.032
-0.364,0.277,0.013
-0.278,0.299,0.057
-0.183,0.352,0.078
-0.099,0.369,0.105
-0.01,0.377,0.131
0.051,0.374,0.069
0.127,0.393,0.037
0.167,0.431,-0.024
0.224,0.508,-0.063
0.289,0.531,-0.09
0.32,0.558,-0.186
0.323,0.56,-0.186
0.339,0.549,-0.185
0.271,0.509,-0.159
0.208,0.376,-0.134
0.154,0.23,-0.082
0.083,0.098,-0.067
0.023,-0.021,-0.009
-0.054,-0.082,0.068
-0.143,-0.138,0.135
-0.178,-0.232,0.206
-0.164,-0.331,0.242
-0.188,-0.452,0.233
-0.207,-0.517,0.181
-0.251,-0.59,0.114
-0.256,-0.627,0.056
-0.201,-0.69,0.01
-0.152,-0.749,0.034
-0.11,-0.841,0.031
-0.028,-0.84,0.032
-0.026,-0.841,0.034
0.009,-0.776,0.011
0.062,-0.707,0.029
0.074,-0.556,0.032
0.174,-0.37,0.05
0.216,-0.207,0.068
0.235,-0.004,0.032
0.293,0.135,0.023
0.345,0.28,0.019
0.367,0.362,0.017
0.355,0.461,-0.039
0.359,0.501,-0.069
0.324,0.572,-0.098
0.317,0.616,-0.147
0.281,0.672,-0.12
0.246,0.736,-0.074
0.179,0.771,-0.067
0.111,0.826,-0.032
0.031,0.794,0.004
-0.064,0.794,0.037
-0.162,0.757,0.054
-0.227,0.676,0.081
-0.272,0.619,0.06
-0.322,0.569,0.023
-0.37,0.525,0.011
-0.425,0.455,-0.05
-0.452,0.385,-0.048
-0.458,0.278,-0.072
-0.45,0.096,-0.01
-0.416,-0.021,0.042
-0.369,-0.133,0.082
-0.356,-0.285,0.066
-0.332,-0.383,0.083
-0.256,-0.475,0.102
-0.187,-0.528,0.099
-0.11,-0.558,0.102
-0.049,-0.576,0.045
0.028,-0.56,0.021
0.104,-0.583,-0.07
0.13,-0.631,-0.075
0.219,-0.64,-0.137
0.297,-0.723,-0.15
0.409,-0.762,-0.151
0.56,-0.802,-0.122
0.649,-0.797,-0.08
0.705,-0.728,-0.025
0.735,-0.618,-0.041
0.736,-0.545,0.001
0.685,-0.39,0.023
0.587,-0.243,0.012
0.505,-0.077,0.028
0.377,0.107,0.011
0.278,0.283,0.04
0.144,0.447,0.015
0.017,0.542,0.008
-0.078,0.621,0.004
-0.187,0.676,-0.019
-0.276,0.745,-0.03
-0.366,0.776,-0.068
-0.447,0.801,-0.096
-0.537,0.825,-0.075
-0.571,0.83,-0.11
-0.645,0.805,-0.092
-0.754,0.822,-0.115
-0.788,0.769,-0.148
-0.787,0.672,-0.099
-0.786,0.515,-0.073
-0.731,0.365,-0.039
-0.718,0.235,0.022
-0.635,0.124,0.104
-0.491,0.01,0.132
-0.345,-0.081,0.138
-0.177,-0.142,0.099
-0.003,-0.238,0.119
0.157,-0.298,0.086
0.297,-0.35,0.009
0.439,-0.413,-0.032
0.526,-0.455,-0.05
0.59,-0.466,-0.102
0.665,-0.475,-0.108
0.677,-0.538,-0.114
0.708,-0.521,-0.124
0.702,-0.571,-0.068
0.606,-0.542,-0.058
0.569,-0.538,-0.035
0.497,-0.503,-0.023
0.441,-0.45,0.078
0.398,-0.37,0.064
0.367,-0.311,0.1
0.324,-0.22,0.084
0.326,-0.197,0.056
0.327,-0.172,-0.041
0.334,-0.142,-0.068
0.257,-0.108,-0.103
0.214,-0.067,-0.169
0.132,-0.016,-0.174
0.061,0.062,-0.166
-0.011,0.188,-0.111
-0.1,0.319,-0.078
-0.186,0.395,-0.021
-0.249,0.438,0.007
-0.3,0.418,0.065
-0.31,0.401,0.041
-0.326,0.324,0.111
-0.295,0.304,0.055
-0.299,0.277,0.091
-0.322,0.286,0.032
-0.374,0.27,-0.006
-0.407,0.269,-0.08
-0.434,0.251,-0.091
-0.447,0.218,-0.146
-0.439,0.213,-0.092
-0.424,0.183,-0.047
-0.371,0.111,0.009
-0.292,0.044,0.062
-0.265,0,0.105
-0.251,0.003,0.127
-0.204,-0.064,0.118
-0.153,-0.11,0.111
-0.081,-0.186,0.071
-0.041,-0.164,0.09
0.02,-0.103,0.038
0.076,-0.08,0.011
0.102,-0.021,-0.041
0.154,-0.035,-0.089
0.184,-0.038,-0.138
0.213,-0.058,-0.174
0.23,-0.041,-0.185
0.261,-0.074,-0.146
0.302,-0.113,-0.125
0.296,-0.126,-0.094
0.283,-0.05,-0.071
0.279,-0.036,-0.035
0.258,0.039,0.027
0.231,0.005,0.09
0.166,0.021,0.15
0.044,-0.004,0.155
-0.039,-0.041,0.18
-0.114,-0.03,0.115
-0.203,0.001,0.121
-0.252,0.004,0.139
-0.314,0.052,0.177
-0.28,0.094,0.171
-0.281,0.097,0.17
-0.22,0.107,0.142
-0.197,0.071,0.09
-0.173,-0.004,0.067
-0.175,-0.061,0.008
-0.139,-0.149,-0.018
-0.179,-0.196,-0.1
-0.157,-0.217,-0.121
-0.108,-0.222,-0.107
-0.061,-0.223,-0.072
-0.036,-0.169,-0.092
0.075,-0.128,-0.074
0.092,-0.153,-0.071
0.196,-0.148,-0.05
0.216,-0.119,-0.028
0.23,-0.153,-0.037
0.255,-0.157,-0.008
0.251,-0.177,-0.026
0.293,-0.238,-0.025
0.259,-0.248,-0.024
0.227,-0.208,0.052
0.217,-0.104,0.042
0.194,0.004,0.036
0.177,0.058,0.011
0.125,0.144,0.039
0.101,0.211,0.069
0.039,0.263,0.027
-0.004,0.276,0.034
-0.078,0.352,0.025
-0.101,0.391,0.081
-0.109,0.427,0.117
-0.11,0.424,0.137
-0.129,0.444,0.133
-0.131,0.475,0.112
-0.135,0.494,0.045
-0.163,0.511,0.032
-0.154,0.458,-0.004
-0.162,0.427,-0.062
-0.178,0.332,-0.085
-0.137,0.244,-0.096
-0.096,0.2,-0.083
-0.058,0.114,-0.1
-0.025,0.027,-0.07
0.017,-0.017,-0.074
0.095,-0.065,-0.054
0.107,-0.096,-0.072
0.128,-0.183,-0.041
0.111,-0.254,-0.021
0.102,-0.33,-0.084
0.091,-0.4,-0.122
0.096,-0.459,-0.112
0.096,-0.455,-0.113
0.093,-0.427,-0.111
0.113,-0.411,-0.05
0.087,-0.361,0
0.115,-0.352,0.023
0.098,-0.368,0.023
0.1,-0.376,0.014
0.076,-0.369,0.065
0.045,-0.383,0.06
0.072,-0.353,0.05
0.086,-0.341,0.104
0.084,-0.286,0.051
0.1,-0.178,0.065
0.059,-0.113,-0.023
0.068,-0.028,-0.057
0.076,0.098,-0.104
0.056,0.245,-0.065
0.07,0.274,-0.058
0.13,0.33,-0.057
0.131,0.365,0
0.142,0.441,0
0.142,0.492,-0.016
0.088,0.474,-0.024
0.071,0.502,-0.015
0.04,0.546,0.034
0.041,0.529,0.034
0.026,0.547,0.052
-0.025,0.521,0.014
-0.058,0.493,-0.035
-0.135,0.457,-0.016
-0.159,0.438,-0.076
-0.159,0.328,-0.067
-0.1,0.182,-0.067
-0.05,0.065,-0.037
-0.021,-0.002,0.043
0.011,-0.078,0.023
-0.032,-0.144,0.017
-0.057,-0.223,-0.001
-0.06,-0.313,0.04
-0.043,-0.391,0.029
-0.014,-0.465,0.067
0.003,-0.438,0.091
-0.013,-0.44,0.1
0.003,-0.464,0.064
-0.012,-0.488,0.076
-0.018,-0.481,0.032
0.004,-0.501,0.017
-0.026,-0.486,0.012
-0.019,-0.504,0.008
-0.052,-0.485,0.002
-0.103,-0.464,-0.03
-0.154,-0.405,-0.012
-0.175,-0.304,-0.034
-0.199,-0.202,0.004
-0.14,-0.087,0.034
-0.081,-0.018,0.063
-0.056,0.078,0.06
0,0.131,0.072
-0.017,0.207,0.043
0.004,0.275,-0.007
0.008,0.334,-0.089
-0.01,0.384,-0.104
-0.014,0.441,-0.137
-0.017,0.481,-0.134
-0.012,0.514,-0.14
0.03,0.593,-0.064
0.028,0.644,-0.007
0.016,0.645,0.064
0.024,0.608,0.082
0.02,0.537,0.1
0.032,0.47,0.109
0.051,0.431,0.125
0.053,0.343,0.126
0.049,0.282,0.08
0.062,0.211,0.041
0.045,0.132,-0.019
0.043,0.036,-0.064
-0.028,-0.064,-0.135
-0.051,-0.146,-0.175
-0.091,-0.249,-0.195
-0.124,-0.37,-0.16
-0.116,-0.47,-0.113
-0.128,-0.545,-0.038
-0.078,-0.631,-0.021
-0.057,-0.69,0.048
0.008,-0.698,0.067
0.028,-0.663,0.109
0.023,-0.64,0.157
0.016,-0.576,0.157
0.005,-0.541,0.16
-0.004,-0.499,0.133
-0.017,-0.432,0.071
-0.002,-0.295,0.004
0.034,-0.19,-0.013
0.06,-0.054,-0.058
0.071,0.021,-0.104
0.062,0.126,-0.145
0.077,0.22,-0.125
0.071,0.306,-0.111
0.001,0.363,-0.111
-0.042,0.518,-0.05
-0.094,0.575,-0.04
-0.039,0.624,-0.015
-0.047,0.685,-0.014
0.017,0.714,0.012
0.054,0.782,0.007
0.062,0.797,-0.013
0.076,0.816,0.024
0.057,0.768,0.025
0.036,0.74,0.036
0.032,0.679,0.039
-0.005,0.602,0.041
-0.047,0.554,-0.013
-0.043,0.49,-0.01
-0.057,0.385,-0.027
-0.011,0.272,-0.048
0.038,0.159,-0.056
0.078,0.063,-0.042
0.107,-0.102,-0.066
0.128,-0.242,-0.081
0.159,-0.396,-0.064
0.157,-0.554,-0.1
0.171,-0.664,-0.071
0.183,-0.707,-0.064
0.19,-0.72,-0.023
0.202,-0.81,-0.082
0.199,-0.816,-0.078
0.174,-0.867,-0.089
0.139,-0.864,-0.093
0.095,-0.861,-0.108
0.075,-0.825,-0.038
0.009,-0.755,-0.004
0.013,-0.68,0.076
-0.005,-0.615,0.057
-0.002,-0.508,0.075
0.001,-0.361,0.065
-0.004,-0.221,0.022
-0.045,-0.092,-0.036
-0.057,0.039,-0.065
-0.086,0.119,-0.074
-0.115,0.238,-0.085
-0.128,0.297,-0.073
-0.12,0.352,-0.1
-0.151,0.416,-0.036
-0.126,0.453,-0.037
-0.071,0.527,0.064
-0.059,0.601,0.076
0.023,0.665,0.105
0.011,0.733,0.091
0.058,0.759,0.063
0.068,0.801,0.01
0.089,0.83,-0.039
0.119,0.792,-0.071
0.139,0.733,-0.101
0.167,0.662,-0.139
0.154,0.602,-0.2
0.135,0.509,-0.126
0.117,0.383,-0.159
0.078,0.251,-0.093
0.023,0.102,-0.091
-0.023,-0.019,-0.028
-0.058,-0.157,0.005
-0.083,-0.238,0.029
-0.105,-0.35,0.057
-0.123,-0.46,0.092
-0.108,-0.539,0.087
-0.083,-0.602,0.093
-0.075,-0.658,0.136
-0.075,-0.683,0.135
-0.047,-0.71,0.175
-0.065,-0.721,0.163
-0.053,-0.751,0.157
-0.029,-0.756,0.143
0.04,-0.729,0.126
0.071,-0.675,0.09
0.133,-0.622,0.066
0.185,-0.508,0.047
0.235,-0.376,0.008
0.281,-0.273,-0.043
0.327,-0.141,-0.064
0.363,-0.051,-0.142
0.353,0.078,-0.193
0.348,0.147,-0.203
0.338,0.259,-0.275
0.267,0.387,-0.277
0.231,0.503,-0.271
0.192,0.564,-0.235
0.117,0.616,-0.21
0.012,0.703,-0.159
-0.093,0.751,-0.089
-0.174,0.698,-0.033
-0.272,0.672,0
-0.346,0.631,0.073
-0.466,0.601,0.13
-0.555,0.549,0.174
-0.616,0.566,0.174
-0.652,0.567,0.148
-0.69,0.573,0.16
-0.706,0.492,0.114
-0.628,0.418,0.11
-0.585,0.322,0.046
-0.47,0.19,0.025
-0.361,0.055,0.02
-0.27,-0.068,0.054
-0.16,-0.181,0.046
-0.03,-0.272,0.086
0.074,-0.376,0.063
0.203,-0.466,0.028
0.302,-0.559,-0.019
0.385,-0.606,-0.029
0.405,-0.618,-0.043
0.435,-0.616,-0.098
0.427,-0.627,-0.116
0.418,-0.643,-0.159
0.393,-0.587,-0.178
0.365,-0.556,-0.172
0.331,-0.525,-0.181
0.301,-0.477,-0.16
0.26,-0.43,-0.089
0.17,-0.369,-0.094
0.139,-0.315,-0.016
0.074,-0.246,-0.018
-0.009,-0.178,0.05
-0.06,-0.117,0.093
-0.104,-0.075,0.135
-0.152,0.001,0.174
-0.196,0.05,0.184
-0.189,0.096,0.141
-0.187,0.196,0.079
-0.164,0.29,0.071
-0.14,0.391,0.012
-0.092,0.473,0.01
-0.078,0.593,-0.02
-0.047,0.667,-0.029
-0.014,0.729,-0.101
0.008,0.769,-0.101
0.018,0.773,-0.116
-0.002,0.704,-0.104
0.011,0.655,-0.162
0.033,0.562,-0.157
-0.043,0.443,-0.174
-0.028,0.335,-0.185
-0.078,0.223,-0.223
-0.094,0.157,-0.169
-0.092,0.063,-0.119
-0.114,-0.046,-0.072
-0.126,-0.101,0.023
-0.11,-0.178,0.102
-0.087,-0.203,0.176
-0.067,-0.281,0.222
-0.001,-0.297,0.274
-0.061,-0.304,0.279
-0.047,-0.325,0.299
-0.047,-0.355,0.291
-0.011,-0.415,0.254
-0.001,-0.413,0.227
-0.009,-0.388,0.109
0.032,-0.453,0.056
0.057,-0.473,-0.043
0.121,-0.475,-0.075
0.171,-0.473,-0.195
0.201,-0.477,-0.242
0.257,-0.432,-0.278
0.295,-0.429,-0.278
0.291,-0.398,-0.285
0.295,-0.352,-0.225
0.28,-0.291,-0.191
0.24,-0.223,-0.093
0.21,-0.142,-0.058
0.211,-0.074,-0.001
0.191,0.006,0.098
0.152,0.107,0.189
0.115,0.212,0.206
0.04,0.324,0.266
-0.052,0.425,0.271
-0.16,0.53,0.27
-0.266,0.6,0.252
-0.296,0.633,0.215
-0.352,0.692,0.171
-0.366,0.7,0.111
-0.368,0.751,0.043
-0.381,0.737,-0.068
-0.362,0.715,-0.116
-0.326,0.637,-0.168
-0.288,0.552,-0.199
-0.272,0.439,-0.192
-0.244,0.358,-0.214
-0.194,0.242,-0.179
-0.102,0.164,-0.146
-0.026,0.046,-0.111
0.057,-0.037,-0.09
0.133,-0.119,-0.057
0.167,-0.195,-0.082
0.217,-0.282,-0.046
0.216,-0.371,0.008
0.274,-0.372,0.04
0.245,-0.451,0.081
0.283,-0.434,0.149
0.295,-0.452,0.148
0.335,-0.448,0.132
0.335,-0.427,0.15
0.344,-0.4,0.119
0.324,-0.364,0.143
0.266,-0.322,0.089
0.192,-0.279,0.101
0.146,-0.239,0.028
0.115,-0.245,0.005
0.058,-0.267,-0.044
0.075,-0.269,-0.109
0.03,-0.256,-0.157
0.006,-0.219,-0.222
-0.03,-0.168,-0.202
-0.065,-0.089,-0.199
-0.078,-0.026,-0.186
-0.095,0.06,-0.093
-0.129,0.15,-0.015
-0.14,0.199,0.087
-0.163,0.33,0.121
-0.172,0.412,0.207
-0.161,0.481,0.247
-0.14,0.505,0.249
-0.111,0.533,0.252
-0.063,0.529,0.156
-0.056,0.507,0.122
-0.029,0.456,0.018
0.03,0.457,-0.037
0.036,0.388,-0.11
0.107,0.347,-0.153
0.185,0.258,-0.176
0.245,0.164,-0.148
0.266,0.106,-0.147
0.325,0.003,-0.142
0.31,-0.076,-0.145
0.278,-0.138,-0.144
0.235,-0.188,-0.116
0.211,-0.21,-0.11
0.189,-0.256,-0.039
0.14,-0.291,0.017
0.128,-0.269,0.071
0.098,-0.254,0.067
0.071,-0.248,0.126
0.003,-0.222,0.058
-0.068,-0.216,0.038
-0.126,-0.191,-0.006
-0.164,-0.17,-0.068
-0.153,-0.186,-0.059
-0.162,-0.164,-0.098
-0.146,-0.151,-0.118
-0.125,-0.124,-0.094
-0.135,-0.104,-0.117
-0.112,-0.054,-0.12
-0.124,-0.075,-0.121
-0.087,-0.071,-0.102
-0.059,-0.023,-0.068
-0.028,0.01,-0.105
-0.009,-0.004,-0.047
0.027,0.003,0.001
0.028,-0.019,0.049
0.062,-0.046,0.049
0.079,-0.071,0.069
0.05,-0.085,0.066
0.036,-0.066,0.076
0.009,-0.049,0.113
-0.013,-0.047,0.077
-0.016,0.005,0.124
-0.039,-0.004,0.065
-0.021,-0.004,0.035
-0.027,-0.001,-0.031
-0.017,-0.028,-0.069
0.001,-0.016,-0.092
0.048,-0.026,-0.119
0.037,0.035,-0.146
-0.002,0.095,-0.186
-0.025,0.16,-0.196
-0.058,0.222,-0.166
-0.076,0.256,-0.091
-0.092,0.274,-0.067
-0.094,0.31,-0.006
-0.135,0.263,0.047
-0.131,0.278,0.101
-0.183,0.297,0.124
-0.146,0.278,0.183
-0.175,0.217,0.178
-0.135,0.21,0.172
-0.149,0.214,0.128
-0.106,0.156,0.112
-0.105,0.165,0.044
-0.043,0.161,0.063
-0.001,0.098,0
0.06,0.067,-0.051
0.119,0.051,-0.054
0.193,0.032,-0.111
0.251,0.041,-0.117
0.274,-0.021,-0.145
0.295,-0.004,-0.137
0.297,-0.063,-0.12
0.296,-0.07,-0.107
0.262,-0.125,-0.08
0.21,-0.17,-0.05
0.181,-0.261,-0.064
0.112,-0.32,-0.04
0.041,-0.36,-0.091
0.053,-0.402,-0.048
-0.019,-0.381,-0.061
-0.098,-0.364,-0.012
-0.179,-0.287,0.015
-0.235,-0.276,0.032
-0.264,-0.252,0.078
-0.319,-0.241,0.079
-0.341,-0.219,0.063
-0.367,-0.198,0.04
-0.353,-0.158,0.061
-0.335,-0.111,0.063
-0.303,-0.032,0.08
-0.247,0.049,0.067
-0.188,0.148,0.089
-0.183,0.247,0.098
-0.118,0.32,0.102
-0.116,0.356,0.053
-0.067,0.375,0.058
-0.018,0.393,0.028
0.01,0.391,-0.01
0.064,0.404,-0.057
0.087,0.382,-0.077
0.17,0.38,-0.039
0.217,0.354,-0.053
0.296,0.372,-0.015
0.277,0.358,-0.016
0.316,0.356,-0.01
0.278,0.361,-0.046
0.293,0.294,-0.062
0.236,0.258,-0.106
0.231,0.201,-0.121
0.192,0.16,-0.114
0.2,0.113,-0.125
0.16,0.075,-0.116
0.114,0.075,-0.063
0.086,0.034,-0.03
0.021,0.014,0.018
-0.054,-0.024,0.089
-0.142,-0.093,0.068
-0.176,-0.162,0.078
-0.206,-0.252,0.09
-0.195,-0.333,0.102
-0.161,-0.438,0.082
-0.124,-0.492,0.108
-0.082,-0.562,0.079
-0.035,-0.557,0.097
0.04,-0.568,0.05
0.051,-0.537,0.034
0.093,-0.528,-0.004
0.104,-0.495,-0.007
0.128,-0.487,-0.067
0.085,-0.434,-0.075
0.069,-0.335,-0.082
0.036,-0.261,-0.074
0.032,-0.166,-0.064
0.004,-0.099,-0.071
-0.006,-0.021,-0.068
-0.041,0.077,-0.096
-0.078,0.215,-0.089
-0.114,0.278,-0.086
-0.171,0.379,-0.084
-0.221,0.441,-0.065
-0.236,0.553,-0.052
-0.266,0.589,-0.043
-0.253,0.617,-0.034
-0.252,0.624,0.035
-0.223,0.62,0.052
-0.188,0.6,0.082
-0.132,0.551,0.103
-0.079,0.481,0.128
-0.061,0.411,0.124
0.025,0.334,0.104
0.039,0.27,0.068
0.124,0.18,0.056
0.185,0.081,-0.015
0.247,-0.021,-0.067
0.314,-0.092,-0.125
0.33,-0.1,-0.153
0.376,-0.137,-0.183
0.347,-0.125,-0.24
0.334,-0.146,-0.174
0.291,-0.181,-0.162
